0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.150255,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.3833,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
0.0,0.0,0.0,NoLoad
211.58159999999998,0.24381,51.585709896,Normal
211.1983,0.24664499999999998,52.09100470349999,Normal
215.7979,0.24664499999999998,53.225473045499996,Normal
213.11479999999997,0.24664499999999998,52.56369984599999,Normal
213.11479999999997,0.24664499999999998,52.56369984599999,Normal
214.648,0.24664499999999998,52.94185595999999,Normal
211.96489999999997,0.24664499999999998,52.28008276049999,Normal
215.7979,0.24664499999999998,53.225473045499996,Normal
